站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
種苗繁殖,22.3,31.1,15.4,278.7,497.7,2022,10,台中市
農業試驗所,25,34.6,17.7,281.1,540.4,2022,10,台中市
臺中農改,25.3,34.4,19.2,274.8,521.4,2022,10,彰化縣
中改埔里分場,22.3,31.3,15.8,252.7,416.5,2022,10,南投縣
林試畢祿溪站,13.6,27.9,5.2,221.3,468.7,2022,10,南投縣
臺大內茅埔,22.9,31,17.5,232.1,398.1,2022,10,南投縣
臺大和社,21.3,30.9,15.1,220.1,437.5,2022,10,南投縣
臺大溪頭,18.95,27.2,14.1,180.15,266.35,2022,10,南投縣
臺大竹山,25,34.8,19.4,255.9,417,2022,10,南投縣
茶改中部分場,21.4,29.5,16.5,253.2,400.9,2022,10,南投縣
茶改南部分場,23,31.8,17.3,246.6,389.6,2022,10,南投縣
萬大發電廠,21.2,30.2,14.5,240,480.7,2022,10,南投縣
蓮華池,22.1,31.1,16.2,232.7,364.6,2022,10,南投縣
南改斗南分場,25.2,35.6,17.4,276.8,501.5,2022,10,雲林縣
口湖工作站,24.9,32,19.4,280.3,525,2022,10,雲林縣
四湖植物園,25.95,33.1,19.3,264.75,512.05,2022,10,雲林縣
水試臺西試驗場,25.2,32.7,19.9,278.4,518.6,2022,10,雲林縣
臺大雲林校區,24.5,33.9,17.7,277.7,496.5,2022,10,雲林縣
麥寮合作社,24.9,32.4,19.2,281,514.1,2022,10,雲林縣
農試嘉義分所,24.6,34.4,17.2,269.4,459.4,2022,10,嘉義市
南改義竹分場,25.4,35,18.2,277,501.5,2022,10,嘉義縣
南改鹿草分場,24.9,33.9,18.9,277.3,502.3,2022,10,嘉義縣
農試溪口農場,25.3,34.2,18.6,274.1,499.9,2022,10,嘉義縣
七股研究中心,25.6,32.6,20.2,279.8,559.7,2022,10,臺南市
畜試所,25.3,35,18.6,269.5,477.8,2022,10,臺南市
臺南蘭花園區,25.1,34.5,18,274.3,487,2022,10,臺南市
臺南農改,25.2,34.8,18,273.2,482.8,2022,10,臺南市
林試六龜中心,24.6,34.5,19.2,233.7,435.4,2022,10,高雄市
林試扇平站,22,30.7,16.8,208.3,350.2,2022,10,高雄市
農試鳳山分所,26.4,34.5,19.7,265.7,455.8,2022,10,高雄市
高改旗南分場,25.8,34.6,19.1,257.5,484.3,2022,10,高雄市
恆春工作站,26.7,32.3,22.4,274.5,519.6,2022,10,屏東縣
東港工作站,26.6,33.4,21.5,264,491.7,2022,10,屏東縣
畜試南區分所,26.2,32.8,21.8,275.9,536.4,2022,10,屏東縣
高雄農改,26.3,35,19.7,265.2,579,2022,10,屏東縣
畜試東區分所,22.7,30.6,16.2,130,239.1,2022,10,宜蘭縣
花改蘭陽分場,22.8,33.7,17.3,121.9,216.7,2022,10,宜蘭縣
花蓮農改,23.9,32.2,16,202.5,316.6,2022,10,花蓮縣
東改班鳩分場,24,32.6,16.2,234.2,411.9,2022,10,臺東縣
東改賓朗果園,23.3,32.8,15.3,235.3,426.5,2022,10,臺東縣
林試太麻里1,24.4,32.4,17.9,225.3,413.3,2022,10,臺東縣
林試太麻里2,25.3,32.6,18.3,232.9,436,2022,10,臺東縣
茶改東部分場,23.9,34.4,14.9,238.8,457.6,2022,10,臺東縣
桃改樹林分場,23.1,31.9,16.4,224.2,345.2,2022,11,新北市
茶改北部分場,20.4,30.7,14.3,166.1,247,2022,11,新北市
桃園農改,22.6,31.1,16.8,230.7,368.8,2022,11,桃園市
茶改場,22,30.6,15.9,229.5,377,2022,11,桃園市
農工中心,22.4,30.5,16.2,216.3,339.1,2022,11,桃園市
桃改五峰分場,18.9,26.6,13.1,198.2,375.8,2022,11,新竹縣
桃改新埔分場,22.6,31,17,236.7,387.5,2022,11,新竹縣
畜試北區分所,22.5,34,15.5,234.9,410.6,2022,11,苗栗縣
苗改生物防治研究中心,21.7,31.5,13.7,238.8,435.4,2022,11,苗栗縣
苗栗農改,22.5,32.4,16.7,221.3,382,2022,11,苗栗縣
種苗繁殖,21.7,29.9,13.6,254,456.5,2022,11,台中市
農業試驗所,24.1,33.2,18.1,257.1,463.4,2022,11,台中市
臺中農改,23.9,33.6,18.6,250.5,421.5,2022,11,彰化縣
中改埔里分場,21.4,32.5,13.5,237.1,408.7,2022,11,南投縣
林試畢祿溪站,9.95,22.3,2.3,184.4,366.15,2022,11,南投縣
臺大內茅埔,21.9,28.6,15.8,189.9,298.4,2022,11,南投縣
臺大和社,20.1,28.9,13.2,209.3,392.5,2022,11,南投縣
臺大溪頭,18.1,28,13.3,179.4,306.9,2022,11,南投縣
臺大竹山,24.2,32.3,19,237.5,390.3,2022,11,南投縣
茶改中部分場,20.9,29.9,16.4,247.1,450.5,2022,11,南投縣
茶改南部分場,22.3,30.9,17.2,243.1,391.7,2022,11,南投縣
萬大發電廠,19.6,28.5,11.9,205.4,374.8,2022,11,南投縣
蓮華池,21.2,28.9,13.7,213.3,375.9,2022,11,南投縣
南改斗南分場,24.2,35.5,18.5,246.5,410.1,2022,11,雲林縣
口湖工作站,23.5,30.8,19.3,253.8,424.6,2022,11,雲林縣
四湖植物園,23.6,31.4,19.7,234.8,403.8,2022,11,雲林縣
水試臺西試驗場,23.7,32.6,19.6,233.5,384.5,2022,11,雲林縣
臺大雲林校區,23.5,33.5,18,240,413,2022,11,雲林縣
麥寮合作社,23.5,32.2,19.4,241.2,397,2022,11,雲林縣
農試嘉義分所,23.7,34.2,18.1,243.6,398.8,2022,11,嘉義市
南改義竹分場,24,32.9,19,255,425.5,2022,11,嘉義縣
南改鹿草分場,24,33.4,19,255.6,433.8,2022,11,嘉義縣
農試溪口農場,24.2,33.6,18.7,247.1,412.5,2022,11,嘉義縣
七股研究中心,24,30.4,20.1,256.7,436.3,2022,11,臺南市
畜試所,24.4,35.1,18.8,249.3,425.9,2022,11,臺南市
臺南蘭花園區,24.1,34.4,18.3,252.2,408.2,2022,11,臺南市
臺南農改,24.3,34,18.7,256.5,435.1,2022,11,臺南市
林試六龜中心,24.2,33.8,18.1,248.5,499.7,2022,11,高雄市
林試扇平站,21.6,30.2,17.2,192.1,342.8,2022,11,高雄市
農試鳳山分所,25.5,33.1,20.6,260.4,450.3,2022,11,高雄市
高改旗南分場,25,33.5,19.7,254.6,454.8,2022,11,高雄市
恆春工作站,26.2,30.4,21.9,259.4,474,2022,11,屏東縣
東港工作站,25.9,32.4,21.6,260.4,449.2,2022,11,屏東縣
畜試南區分所,25.6,31.6,21,244.4,438.6,2022,11,屏東縣
高雄農改,25.7,34.4,20.5,258.3,554.1,2022,11,屏東縣
畜試東區分所,22,29.1,16.3,146.4,223.6,2022,11,宜蘭縣
花改蘭陽分場,22.5,30.1,16.6,163,241.5,2022,11,宜蘭縣
花蓮農改,23.2,30,18.3,193.5,290.6,2022,11,花蓮縣
東改班鳩分場,23.1,30.6,18,198.5,307.8,2022,11,臺東縣
東改賓朗果園,22.5,29.8,17.6,199.9,321.3,2022,11,臺東縣
林試太麻里1,23.5,30.2,18.3,214.5,331.8,2022,11,臺東縣
林試太麻里2,24.4,30.8,19.1,223.7,364.1,2022,11,臺東縣
茶改東部分場,23.1,31.5,17.9,212.6,350.7,2022,11,臺東縣
桃改樹林分場,15.8,25.5,4.2,153.9,219.1,2022,12,新北市
茶改北部分場,13.4,22.1,4.8,94,154.4,2022,12,新北市
桃園農改,17.55,27.95,8.3,193.95,304.95,2022,12,桃園市
茶改場,14.7,23.9,6.3,158.1,255.4,2022,12,桃園市
農工中心,15.2,23.5,7.3,132.4,207.7,2022,12,桃園市
桃改五峰分場,11.5,25.5,0.7,168.4,274,2022,12,新竹縣
桃改新埔分場,15.7,24.3,5.5,201,298.4,2022,12,新竹縣
畜試北區分所,15.7,23.1,3.9,188.7,304.4,2022,12,苗栗縣
苗改生物防治研究中心,14.3,24.6,2.3,214.8,353.4,2022,12,苗栗縣
苗栗農改,15.3,24.2,4.1,187.4,302.1,2022,12,苗栗縣
種苗繁殖,14.3,28.3,0,244.6,430.8,2022,12,台中市
農業試驗所,17.2,28.6,4.8,249.2,455.7,2022,12,台中市
臺中農改,17.6,26.8,7.7,253.4,442.7,2022,12,彰化縣
中改埔里分場,15.3,29.4,0.6,230.5,391.3,2022,12,南投縣
林試畢祿溪站,6.7,19.5,-6,193.4,354,2022,12,南投縣
臺大內茅埔,15.8,28.1,5.2,161.2,229.3,2022,12,南投縣
臺大和社,14.5,28.3,2.9,193.5,360.6,2022,12,南投縣
臺大溪頭,12.8,25.2,2.4,183.2,315.2,2022,12,南投縣
臺大竹山,17.3,29.1,6.4,229.1,379.4,2022,12,南投縣
茶改中部分場,15.3,28.3,5.8,230.8,403.7,2022,12,南投縣
茶改南部分場,15.6,28.4,4.9,227.2,360.3,2022,12,南投縣
萬大發電廠,14.5,27.3,1,195.8,297.9,2022,12,南投縣
蓮華池,15.1,28.9,2.2,201.8,343.4,2022,12,南投縣
南改斗南分場,17.3,29.7,3.5,248.2,420.4,2022,12,雲林縣
口湖工作站,17.5,24.6,8.3,224.5,369.8,2022,12,雲林縣
四湖植物園,18,25,8.8,227.6,385.5,2022,12,雲林縣
水試臺西試驗場,17.9,24.3,9.4,229.9,380.2,2022,12,雲林縣
臺大雲林校區,17,27.4,3.9,251.3,433.5,2022,12,雲林縣
麥寮合作社,17.7,25.2,8.4,245.5,401.7,2022,12,雲林縣
農試嘉義分所,16.9,29.8,5.1,243.1,412.1,2022,12,嘉義市
南改義竹分場,17.6,28.4,6.1,254,433.2,2022,12,嘉義縣
南改鹿草分場,17.7,28,6.8,258.5,450.5,2022,12,嘉義縣
農試溪口農場,17.7,28.9,5.3,251.4,429,2022,12,嘉義縣
七股研究中心,17.9,24.5,9.7,259.8,443.7,2022,12,臺南市
畜試所,17.9,29.3,6.1,245.3,433.8,2022,12,臺南市
臺南蘭花園區,17.5,30.2,5.5,247,411.6,2022,12,臺南市
臺南農改,17.7,29.7,4.9,253.5,444.7,2022,12,臺南市
林試六龜中心,18.5,31.8,8.3,232.1,455.4,2022,12,高雄市
林試扇平站,16.4,27.7,8.6,171.5,312.6,2022,12,高雄市
農試鳳山分所,19.4,30.3,9.9,251.3,433.9,2022,12,高雄市
高改旗南分場,20.05,30.55,8.7,244.65,395.05,2022,12,高雄市
恆春工作站,22,28.3,14.4,252.3,422.1,2022,12,屏東縣
東港工作站,20.3,30.2,11.4,252.2,419.5,2022,12,屏東縣
畜試南區分所,21.8,29.1,14.1,237.7,384.4,2022,12,屏東縣
高雄農改,19.7,31.5,8.8,261.5,551.4,2022,12,屏東縣
畜試東區分所,16,25.8,8.1,114.9,176,2022,12,宜蘭縣
花改蘭陽分場,16.4,27.4,7.6,130.6,196.8,2022,12,宜蘭縣
花蓮農改,18.7,27.9,8.1,185.7,254.8,2022,12,花蓮縣
東改班鳩分場,19,28.9,9.7,209.8,305.8,2022,12,臺東縣
東改賓朗果園,18.55,26.8,13.7,201.2,286.1,2022,12,臺東縣
林試太麻里1,19.5,27.8,11.6,207,305.5,2022,12,臺東縣
林試太麻里2,20.6,29.5,12.1,216.8,330.3,2022,12,臺東縣
茶改東部分場,18.9,30.8,8.6,210.3,325.1,2022,12,臺東縣
桃改樹林分場,16.1,29.5,5.3,187.2,293.9,2023,1,新北市
茶改北部分場,13.8,27.9,4.1,134.9,221.2,2023,1,新北市
桃園農改,15.6,26.4,5.6,188.2,293.3,2023,1,桃園市
茶改場,14.9,27.1,6,177.3,296.7,2023,1,桃園市
農工中心,15.3,27.5,6.5,167.8,266.5,2023,1,桃園市
桃改五峰分場,11.8,23.2,0,178.9,306.1,2023,1,新竹縣
桃改新埔分場,15.6,28.2,5,211.1,304.7,2023,1,新竹縣
畜試北區分所,15.3,29,4.3,198.5,307.2,2023,1,苗栗縣
苗改生物防治研究中心,14.9,29.2,3.4,216.3,345.7,2023,1,苗栗縣
苗栗農改,15.4,29.7,4.6,190.9,304.6,2023,1,苗栗縣
種苗繁殖,14.7,27,4,256.6,460.1,2023,1,台中市
農業試驗所,17.3,28.4,6.6,166.55,271.4,2023,1,台中市
臺中農改,16.8,30.1,6.3,256.8,441.8,2023,1,彰化縣
中改埔里分場,15.5,26.8,4.4,238.1,408.7,2023,1,南投縣
林試畢祿溪站,6.9,21.4,-5,205.8,405.4,2023,1,南投縣
臺大內茅埔,16,26.7,6.5,202.1,306.6,2023,1,南投縣
臺大和社,14.7,25.6,5.4,205.9,395,2023,1,南投縣
臺大溪頭,12.5,21.4,4.3,193.2,337.4,2023,1,南投縣
臺大竹山,17.1,29.4,7.6,236.5,397.4,2023,1,南投縣
茶改中部分場,15.2,25.8,5.6,250.8,458,2023,1,南投縣
茶改南部分場,15.6,28.1,5.3,238.1,379.7,2023,1,南投縣
萬大發電廠,14.8,25.5,4.2,208,358.6,2023,1,南投縣
蓮華池,15.4,25.7,5.6,215.4,382.8,2023,1,南投縣
南改斗南分場,17.1,32.6,5.6,248.8,416.4,2023,1,雲林縣
口湖工作站,16.5,27.3,7.7,252.8,425.7,2023,1,雲林縣
四湖植物園,16.6,28.4,8.6,219.2,374.2,2023,1,雲林縣
水試臺西試驗場,16.6,28.5,9,229.6,373.8,2023,1,雲林縣
臺大雲林校區,16.4,29.8,5.2,254.9,432.5,2023,1,雲林縣
麥寮合作社,16.5,28.5,8.1,245.9,399.9,2023,1,雲林縣
農試嘉義分所,16.6,30.1,4.9,249.5,435.6,2023,1,嘉義市
南改義竹分場,17.1,29.8,6.2,253.5,425.2,2023,1,嘉義縣
南改鹿草分場,17,30.1,6.7,254.3,459.1,2023,1,嘉義縣
農試溪口農場,17.3,29.8,7.3,245.6,362.9,2023,1,嘉義縣
七股研究中心,17,28,8.8,259,451.9,2023,1,臺南市
畜試所,17.6,31.4,6.8,255,463.4,2023,1,臺南市
臺南蘭花園區,17.2,30.9,5.9,252.7,432.2,2023,1,臺南市
臺南農改,17.4,30.9,5.9,262.7,478,2023,1,臺南市
林試六龜中心,18.4,31.6,7.4,252.9,522.6,2023,1,高雄市
林試扇平站,16.25,26.35,7.5,186.05,322.7,2023,1,高雄市
農試鳳山分所,19,30.9,9.7,261.1,455.6,2023,1,高雄市
高改旗南分場,18.7,30.5,8.2,262,461,2023,1,高雄市
恆春工作站,21.2,27.4,12.9,258.9,456.6,2023,1,屏東縣
東港工作站,20,28.5,10.7,259.5,442.3,2023,1,屏東縣
畜試南區分所,20.7,29.1,12.5,252.4,446.5,2023,1,屏東縣
高雄農改,19.6,32.1,9,272.5,595.8,2023,1,屏東縣
畜試東區分所,16.1,26.8,6.4,146.6,220.6,2023,1,宜蘭縣
花改蘭陽分場,16.6,27.4,7.3,146.4,225.5,2023,1,宜蘭縣
花蓮農改,17.6,27.7,9.7,164,237.6,2023,1,花蓮縣
東改班鳩分場,17.6,27.2,8.6,182.7,281.5,2023,1,臺東縣
東改賓朗果園,17.1,27.6,8,185.3,292.7,2023,1,臺東縣
林試太麻里1,18.3,29.9,10.1,192,289.2,2023,1,臺東縣
林試太麻里2,19.3,29.1,11,199.6,316.4,2023,1,臺東縣
茶改東部分場,17.5,28.6,8.4,201.6,304.2,2023,1,臺東縣
桃改樹林分場,16.5,29.1,8.3,167.2,279.2,2023,2,新北市
茶改北部分場,14.6,27.2,6.8,133.9,221.3,2023,2,新北市
桃園農改,15.3,28.7,8,169.3,266.1,2023,2,桃園市
茶改場,15.1,29.4,9.2,160.7,285.4,2023,2,桃園市
農工中心,15.3,29.5,9.7,143.9,244.8,2023,2,桃園市
桃改五峰分場,12.8,26.7,4,176.2,336.2,2023,2,新竹縣
桃改新埔分場,15.8,30.2,7.3,207.6,321.5,2023,2,新竹縣
畜試北區分所,15.3,33.1,6.5,179.4,297.9,2023,2,苗栗縣
苗改生物防治研究中心,15.2,32.7,5.4,210.1,368.5,2023,2,苗栗縣
苗栗農改,15.5,33.9,7.8,180,293.1,2023,2,苗栗縣
種苗繁殖,16,31.1,6.1,243.7,475.7,2023,2,台中市
農業試驗所,18.3,33.4,9.4,212.2,415.7,2023,2,台中市
臺中農改,17.4,33.6,10.3,237.9,456.2,2023,2,彰化縣
中改埔里分場,16.7,30.1,5.4,224.7,406.1,2023,2,南投縣
林試畢祿溪站,8.3,21,-2.7,189.4,459,2023,2,南投縣
臺大內茅埔,17.6,29.4,9.5,192.9,357.8,2023,2,南投縣
臺大和社,16.3,29.2,7.8,198.6,417.1,2023,2,南投縣
臺大溪頭,13.8,25.7,6.9,177,332.9,2023,2,南投縣
臺大竹山,18.1,33,10.9,220.7,409.2,2023,2,南投縣
茶改中部分場,16.4,28.3,9.7,226.9,429.4,2023,2,南投縣
茶改南部分場,16.9,31.3,9.2,222.9,389.9,2023,2,南投縣
萬大發電廠,16.1,27.2,6.3,202.9,440.2,2023,2,南投縣
蓮華池,16.6,29.2,7.3,192.8,351.6,2023,2,南投縣
南改斗南分場,18.1,35.2,8.4,233.7,445.9,2023,2,雲林縣
口湖工作站,16.7,28.9,11.7,239.5,434.8,2023,2,雲林縣
四湖植物園,16.8,29.7,11.4,221,385,2023,2,雲林縣
水試臺西試驗場,16.6,29.1,12.2,224.1,389.4,2023,2,雲林縣
臺大雲林校區,17,33.3,9.3,236,448.8,2023,2,雲林縣
麥寮合作社,16.6,31.5,11.4,229.2,407,2023,2,雲林縣
農試嘉義分所,17.7,34.2,9.2,232,450.2,2023,2,嘉義市
南改義竹分場,17.9,32.5,9.4,236.9,438.1,2023,2,嘉義縣
南改鹿草分場,17.5,32.2,9.8,236.6,459.9,2023,2,嘉義縣
農試溪口農場,18,33.9,11,231.9,410.3,2023,2,嘉義縣
七股研究中心,17.5,28.8,12.3,243.2,449.6,2023,2,臺南市
畜試所,18.6,32.9,10.2,237.3,471.6,2023,2,臺南市
臺南蘭花園區,18.3,33.9,8.2,233.3,436.7,2023,2,臺南市
臺南農改,18.5,32.8,9.3,242.5,481.6,2023,2,臺南市
林試六龜中心,19.7,33.8,9.7,227.4,461,2023,2,高雄市
林試扇平站,17.6,31.1,10.1,181.6,344,2023,2,高雄市
農試鳳山分所,20.3,32.4,11.9,252,480,2023,2,高雄市
高改旗南分場,19.9,33.1,10,242,456.3,2023,2,高雄市
恆春工作站,22.3,29.5,16.6,252.1,489.5,2023,2,屏東縣
東港工作站,21.2,30.6,14,249.1,464.1,2023,2,屏東縣
畜試南區分所,22,28.9,15.2,247.7,490.3,2023,2,屏東縣
高雄農改,21,33.9,11.7,253.3,581.9,2023,2,屏東縣
畜試東區分所,16.9,27.9,10,134.8,223.4,2023,2,宜蘭縣
花改蘭陽分場,17.4,28.7,11.3,139.7,238.6,2023,2,宜蘭縣
花蓮農改,18.8,29.6,10.9,176.1,271,2023,2,花蓮縣
東改班鳩分場,19,29.2,10.6,190.4,309.1,2023,2,臺東縣
東改賓朗果園,18.3,29.1,9.9,192.5,324.3,2023,2,臺東縣
林試太麻里1,19.9,30.6,13.1,192.6,314.2,2023,2,臺東縣
林試太麻里2,20.8,29.8,13.5,203.1,346,2023,2,臺東縣
茶改東部分場,18.9,30,9.2,191.9,338,2023,2,臺東縣
桃改樹林分場,18.8,33.2,8,244.8,434.5,2023,3,新北市
茶改北部分場,16.6,30.4,8.2,206.8,400,2023,3,新北市
桃園農改,18.5,27.6,10.2,246.7,456.1,2023,3,桃園市
茶改場,17.9,30.7,10.3,246.8,463.3,2023,3,桃園市
農工中心,18.2,30.9,11.8,240.3,422.5,2023,3,桃園市
桃改五峰分場,14.5,28.3,6.9,222.5,434.6,2023,3,新竹縣
桃改新埔分場,18.3,29.8,9.3,261.5,474.3,2023,3,新竹縣
畜試北區分所,18.2,31.3,6.7,262,521.4,2023,3,苗栗縣
苗改生物防治研究中心,17.6,33.7,5.2,269.6,514.4,2023,3,苗栗縣
苗栗農改,18.6,33.4,6.9,260.8,507.6,2023,3,苗栗縣
種苗繁殖,17.6,30.6,7,284.1,582,2023,3,台中市
農業試驗所,20.4,31.8,11,226.1,467.8,2023,3,台中市
臺中農改,20,31.5,10.9,281,564.8,2023,3,彰化縣
中改埔里分場,17.6,31.9,6.5,264.1,496.8,2023,3,南投縣
林試畢祿溪站,8.9,24.5,-4,231.9,548,2023,3,南投縣
臺大內茅埔,19,31.4,10.5,239.6,464.8,2023,3,南投縣
臺大和社,17.3,30.8,7.5,234.7,495.8,2023,3,南投縣
臺大溪頭,14.4,26.8,6.5,195.3,413.4,2023,3,南投縣
臺大竹山,20.1,31.6,11,258.3,511.9,2023,3,南投縣
茶改中部分場,17.2,30.6,9.6,264.4,526.8,2023,3,南投縣
茶改南部分場,18.7,30.4,9.4,264.7,496.1,2023,3,南投縣
萬大發電廠,16.7,30.9,5.5,246.6,541.4,2023,3,南投縣
蓮華池,17.7,31,7.4,235.3,458.7,2023,3,南投縣
南改斗南分場,20.1,33,8.8,282.3,589.2,2023,3,雲林縣
口湖工作站,20.75,30,12.1,280.9,547.25,2023,3,雲林縣
四湖植物園,19.8,28.9,11.3,268,554.8,2023,3,雲林縣
水試臺西試驗場,20,28.6,12.9,275.3,566.4,2023,3,雲林縣
臺大雲林校區,19.6,30.8,9,281.3,592.1,2023,3,雲林縣
麥寮合作社,19.7,28.3,11.5,275.4,547.8,2023,3,雲林縣
農試嘉義分所,19.8,33,9.6,286.5,603,2023,3,嘉義市
南改義竹分場,20.1,30.7,9.8,294,606.8,2023,3,嘉義縣
南改鹿草分場,19.9,29.7,10.1,292.9,622.7,2023,3,嘉義縣
農試溪口農場,20.4,31.8,11.1,286.7,584.3,2023,3,嘉義縣
七股研究中心,20.6,29.6,13.2,298.3,617.9,2023,3,臺南市
畜試所,20.9,32.6,10.4,295.8,624.2,2023,3,臺南市
臺南蘭花園區,20.2,33.5,8.6,290.4,593.2,2023,3,臺南市
臺南農改,20.6,32.1,9.3,298.9,635.8,2023,3,臺南市
林試六龜中心,21.4,36.2,11,293.7,670.7,2023,3,高雄市
林試扇平站,19.2,33.4,11.1,250.3,532.5,2023,3,高雄市
農試鳳山分所,22.3,32.2,12.3,304.5,636,2023,3,高雄市
高改旗南分場,21.5,33.9,11.6,301.3,616.8,2023,3,高雄市
恆春工作站,23.1,30.7,15.8,301.5,658.7,2023,3,屏東縣
東港工作站,22.8,31.2,15,302.3,625.2,2023,3,屏東縣
畜試南區分所,23.5,31.6,17.7,283.5,588.6,2023,3,屏東縣
高雄農改,22.7,35.1,12.3,310.4,810.3,2023,3,屏東縣
畜試東區分所,18.8,28,10.4,208.7,405.3,2023,3,宜蘭縣
花改蘭陽分場,19.4,30.9,11.3,201.6,389.4,2023,3,宜蘭縣
花蓮農改,20.1,29.3,11.6,211.5,379.8,2023,3,花蓮縣
東改班鳩分場,20.1,30.8,11.4,211,373.8,2023,3,臺東縣
東改賓朗果園,19.4,31,10.6,211.3,384.5,2023,3,臺東縣
林試太麻里1,21.1,30.2,13.4,232.3,449.5,2023,3,臺東縣
林試太麻里2,22,30.8,14.3,244.7,489.8,2023,3,臺東縣
茶改東部分場,20.4,31.5,9.5,231,456.7,2023,3,臺東縣
桃改樹林分場,21.5,33.1,14.7,209,366.7,2023,4,新北市
茶改北部分場,19.3,30.4,12.4,194.8,367.9,2023,4,新北市
桃園農改,22.7,31.45,16.5,252.65,451.85,2023,4,桃園市
茶改場,20.6,31,14,214.8,403.5,2023,4,桃園市
農工中心,22.45,32.4,14.6,233.05,404.1,2023,4,桃園市
桃改五峰分場,17.4,27.3,9.2,197.9,329.9,2023,4,新竹縣
桃改新埔分場,20.9,31.4,14.5,219.5,395.4,2023,4,新竹縣
畜試北區分所,21.3,31.3,13.9,247.9,454.5,2023,4,苗栗縣
苗改生物防治研究中心,20.8,31.9,12.7,248.3,439.1,2023,4,苗栗縣
苗栗農改,21.5,31.6,13.3,240.5,431.4,2023,4,苗栗縣
種苗繁殖,21.2,29.7,13.7,263.3,482.9,2023,4,台中市
農業試驗所,23.5,31.4,17.1,265,513.9,2023,4,台中市
臺中農改,23.3,31.1,17.3,272,527.5,2023,4,彰化縣
中改埔里分場,*20.7,*31.1,14.4,*205.3,*347.9,2023,4,南投縣
林試畢祿溪站,12.2,23.7,2.3,231.3,543.9,2023,4,南投縣
臺大內茅埔,21.7,31.3,15.5,236.2,438.4,2023,4,南投縣
臺大和社,20.1,29.7,13.3,240.2,474.7,2023,4,南投縣
臺大溪頭,,,12.3,,,2023,4,南投縣
臺大竹山,23.4,32.6,16.9,238.2,425.1,2023,4,南投縣
茶改中部分場,19.7,29,14,240.2,401.1,2023,4,南投縣
茶改南部分場,21.6,30.2,15.3,236.2,405.8,2023,4,南投縣
萬大發電廠,19.8,30.5,13,232.4,520.1,2023,4,南投縣
蓮華池,20.8,29.9,14.5,225.7,376.8,2023,4,南投縣
南改斗南分場,23.6,34.2,16.2,244.5,479.7,2023,4,雲林縣
口湖工作站,23.4,30.1,17.1,285,575.6,2023,4,雲林縣
四湖植物園,23.1,30.8,16.5,277.8,564.6,2023,4,雲林縣
水試臺西試驗場,23.5,30.9,17.3,271.9,557.3,2023,4,雲林縣
臺大雲林校區,23,32.6,16.5,272.8,529.5,2023,4,雲林縣
麥寮合作社,23.2,31.2,17.4,278.7,549.9,2023,4,雲林縣
農試嘉義分所,23.5,34.5,15.8,267.1,508.3,2023,4,嘉義市
南改義竹分場,24.1,33.7,16.6,281,580.2,2023,4,嘉義縣
南改鹿草分場,23.7,33.3,17.1,280.6,572.3,2023,4,嘉義縣
農試溪口農場,24.55,33.85,17.6,278.1,570.1,2023,4,嘉義縣
七股研究中心,24.2,30.1,17.8,292.7,600.1,2023,4,臺南市
畜試所,25.2,36.25,17.1,280.65,573.15,2023,4,臺南市
臺南蘭花園區,,,15.75,,,2023,4,臺南市
臺南農改,24.7,35.5,16.8,284.8,582.4,2023,4,臺南市
林試六龜中心,24.3,34.5,16.3,262.3,528.9,2023,4,高雄市
林試扇平站,21.6,31.4,14,230.5,432.8,2023,4,高雄市
農試鳳山分所,25.9,34.7,18.6,291.1,581.5,2023,4,高雄市
高改旗南分場,25.45,35.6,16.9,279.65,568.6,2023,4,高雄市
恆春工作站,25.4,30.8,20.1,286.7,553.8,2023,4,屏東縣
東港工作站,25.8,32.5,19.6,286.7,574.6,2023,4,屏東縣
畜試南區分所,25,32.9,19.4,285.2,587,2023,4,屏東縣
高雄農改,26,36.1,17.7,292.4,689.4,2023,4,屏東縣
畜試東區分所,21.2,29.6,13.1,228.2,396.6,2023,4,宜蘭縣
花改蘭陽分場,21.8,30.6,14.3,213.9,373.1,2023,4,宜蘭縣
花蓮農改,22,31.9,13.4,196.4,324,2023,4,花蓮縣
東改班鳩分場,23.2,33.45,14.1,223,352.15,2023,4,臺東縣
東改賓朗果園,21.4,34.2,13.4,204.2,322.2,2023,4,臺東縣
林試太麻里1,22.9,37.2,16.5,218.5,373.5,2023,4,臺東縣
林試太麻里2,23.9,36.2,17.7,232.2,408.4,2023,4,臺東縣
茶改東部分場,22.3,35.7,13,215.1,382.8,2023,4,臺東縣
桃改樹林分場,24.7,35.3,17.6,270.3,495.6,2023,5,新北市
茶改北部分場,22.3,33,14.2,254.8,466.3,2023,5,新北市
桃園農改,23.45,30.95,17.3,261.15,458.7,2023,5,桃園市
茶改場,24,34.6,16.6,276.7,534.6,2023,5,桃園市
農工中心,24.4,34,16.9,275.3,515.4,2023,5,桃園市
桃改五峰分場,20,31.1,12.7,254.7,430.9,2023,5,新竹縣
桃改新埔分場,24.2,35.1,17.2,283.5,531.4,2023,5,新竹縣
畜試北區分所,24.3,33.4,17,297.3,569,2023,5,苗栗縣
